,instant,date,season,year,month,hr,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_rental,category_days
192,193,2011-01-09,Spring,2011,January,7,Yes,Sunday,Weekend,Clear,3.2800000000000002,4.545,53.0,12.998000000000001,1,5,6,weekends
193,194,2011-01-09,Spring,2011,January,8,Yes,Sunday,Weekend,Clear,4.1000000000000005,4.545,49.0,19.0012,0,10,10,weekends
194,195,2011-01-09,Spring,2011,January,9,Yes,Sunday,Weekend,Clear,4.92,3.7900000000000005,46.0,35.0008,0,19,19,weekends
195,196,2011-01-09,Spring,2011,January,10,Yes,Sunday,Weekend,Clear,5.74,5.305,43.0,26.0027,0,49,49,weekends
196,197,2011-01-09,Spring,2011,January,11,Yes,Sunday,Weekend,Clear,6.5600000000000005,6.0600000000000005,40.0,35.0008,2,47,49,weekends
197,198,2011-01-09,Spring,2011,January,12,Yes,Sunday,Weekend,Clear,7.38,6.819999999999999,37.0,30.002599999999997,4,79,83,weekends
198,199,2011-01-09,Spring,2011,January,13,Yes,Sunday,Weekend,Clear,8.200000000000001,8.334999999999999,34.0,30.002599999999997,6,69,75,weekends
199,200,2011-01-09,Spring,2011,January,14,Yes,Sunday,Weekend,Clear,9.02,9.09,32.0,31.0009,8,64,72,weekends
200,201,2011-01-09,Spring,2011,January,15,Yes,Sunday,Weekend,Clear,9.02,9.85,35.0,23.9994,5,77,82,weekends
201,202,2011-01-09,Spring,2011,January,16,Yes,Sunday,Weekend,Clear,8.200000000000001,8.334999999999999,34.0,30.002599999999997,13,79,92,weekends
202,203,2011-01-09,Spring,2011,January,17,Yes,Sunday,Weekend,Clear,7.38,7.575,37.0,26.0027,3,59,62,weekends
203,204,2011-01-09,Spring,2011,January,18,Yes,Sunday,Weekend,Clear,6.5600000000000005,6.819999999999999,40.0,22.0028,4,44,48,weekends
204,205,2011-01-09,Spring,2011,January,19,Yes,Sunday,Weekend,Clear,6.5600000000000005,6.819999999999999,43.0,22.0028,1,40,41,weekends
205,206,2011-01-09,Spring,2011,January,20,Yes,Sunday,Weekend,Clear,5.74,6.0600000000000005,46.0,16.997899999999998,0,38,38,weekends
206,207,2011-01-09,Spring,2011,January,21,Yes,Sunday,Weekend,Clear,5.74,5.305,46.0,27.999299999999998,1,19,20,weekends
207,208,2011-01-09,Spring,2011,January,22,Yes,Sunday,Weekend,Clear,5.74,6.0600000000000005,46.0,19.999499999999998,5,10,15,weekends
208,209,2011-01-09,Spring,2011,January,23,Yes,Sunday,Weekend,Clear,4.92,6.819999999999999,50.0,12.998000000000001,0,6,6,weekends
209,210,2011-01-10,Spring,2011,January,0,Yes,Monday,Workingday,Clear,4.92,6.0600000000000005,50.0,19.0012,2,3,5,weekdays
210,211,2011-01-10,Spring,2011,January,1,Yes,Monday,Workingday,Clear,4.92,6.0600000000000005,50.0,19.0012,1,0,1,weekdays
211,212,2011-01-10,Spring,2011,January,2,Yes,Monday,Workingday,Clear,4.92,6.0600000000000005,50.0,15.001299999999999,0,3,3,weekdays
212,213,2011-01-10,Spring,2011,January,3,Yes,Monday,Workingday,Clear,4.92,6.0600000000000005,50.0,15.001299999999999,0,1,1,weekdays
213,214,2011-01-10,Spring,2011,January,4,Yes,Monday,Workingday,Clear,4.1000000000000005,6.0600000000000005,54.0,8.9981,1,2,3,weekdays
214,215,2011-01-10,Spring,2011,January,5,Yes,Monday,Workingday,Clear,4.1000000000000005,5.305,54.0,16.997899999999998,0,3,3,weekdays
215,216,2011-01-10,Spring,2011,January,6,Yes,Monday,Workingday,Clear,4.92,6.0600000000000005,50.0,19.0012,0,31,31,weekdays
216,217,2011-01-10,Spring,2011,January,7,Yes,Monday,Workingday,Clear,4.92,6.0600000000000005,50.0,15.001299999999999,2,75,77,weekdays
217,218,2011-01-10,Spring,2011,January,8,Yes,Monday,Workingday,Misty,4.92,6.0600000000000005,50.0,19.0012,4,184,188,weekdays
218,219,2011-01-10,Spring,2011,January,9,Yes,Monday,Workingday,Misty,5.74,6.0600000000000005,50.0,16.997899999999998,2,92,94,weekdays
219,220,2011-01-10,Spring,2011,January,10,Yes,Monday,Workingday,Misty,5.74,6.0600000000000005,50.0,19.999499999999998,0,31,31,weekdays
220,221,2011-01-10,Spring,2011,January,11,Yes,Monday,Workingday,Misty,6.5600000000000005,6.819999999999999,47.0,19.0012,2,28,30,weekdays
221,222,2011-01-10,Spring,2011,January,12,Yes,Monday,Workingday,Misty,8.200000000000001,9.09,40.0,19.0012,5,47,52,weekdays
222,223,2011-01-10,Spring,2011,January,13,Yes,Monday,Workingday,Misty,8.200000000000001,9.09,40.0,19.0012,4,50,54,weekdays
223,224,2011-01-10,Spring,2011,January,14,Yes,Monday,Workingday,Misty,8.200000000000001,9.85,40.0,15.001299999999999,0,47,47,weekdays
224,225,2011-01-10,Spring,2011,January,15,Yes,Monday,Workingday,Misty,8.200000000000001,9.85,40.0,15.001299999999999,2,43,45,weekdays
225,226,2011-01-10,Spring,2011,January,16,Yes,Monday,Workingday,Clear,8.200000000000001,10.605,40.0,8.9981,4,70,74,weekdays
226,227,2011-01-10,Spring,2011,January,17,Yes,Monday,Workingday,Clear,8.200000000000001,11.365,40.0,7.0015,4,174,178,weekdays
227,228,2011-01-10,Spring,2011,January,18,Yes,Monday,Workingday,Clear,8.200000000000001,9.85,40.0,15.001299999999999,1,154,155,weekdays
228,229,2011-01-10,Spring,2011,January,19,Yes,Monday,Workingday,Clear,6.5600000000000005,8.334999999999999,47.0,11.0014,3,92,95,weekdays
229,230,2011-01-10,Spring,2011,January,20,Yes,Monday,Workingday,Clear,6.5600000000000005,8.334999999999999,50.0,11.0014,1,73,74,weekdays
230,231,2011-01-10,Spring,2011,January,21,Yes,Monday,Workingday,Clear,5.74,6.819999999999999,59.0,12.998000000000001,1,37,38,weekdays
231,232,2011-01-10,Spring,2011,January,22,Yes,Monday,Workingday,Clear,5.74,7.575,59.0,11.0014,2,22,24,weekdays
232,233,2011-01-10,Spring,2011,January,23,Yes,Monday,Workingday,Clear,5.74,7.575,59.0,11.0014,0,18,18,weekdays
233,234,2011-01-11,Spring,2011,January,0,Yes,Tuesday,Workingday,Clear,5.74,8.334999999999999,59.0,7.0015,2,10,12,weekdays
234,235,2011-01-11,Spring,2011,January,1,Yes,Tuesday,Workingday,Clear,5.74,7.575,59.0,11.0014,0,3,3,weekdays
235,236,2011-01-11,Spring,2011,January,2,Yes,Tuesday,Workingday,Misty,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,0,3,3,weekdays
236,237,2011-01-11,Spring,2011,January,5,Yes,Tuesday,Workingday,Misty,6.5600000000000005,9.09,55.00000000000001,8.9981,0,6,6,weekdays
237,238,2011-01-11,Spring,2011,January,6,Yes,Tuesday,Workingday,Misty,6.5600000000000005,9.09,55.00000000000001,8.9981,0,27,27,weekdays
238,239,2011-01-11,Spring,2011,January,7,Yes,Tuesday,Workingday,Misty,6.5600000000000005,11.365,55.00000000000001,0.0,2,97,99,weekdays
239,240,2011-01-11,Spring,2011,January,8,Yes,Tuesday,Workingday,Misty,7.38,10.605,51.0,6.0032,3,214,217,weekdays
240,241,2011-01-11,Spring,2011,January,9,Yes,Tuesday,Workingday,Misty,7.38,9.85,51.0,11.0014,3,127,130,weekdays
241,242,2011-01-11,Spring,2011,January,10,Yes,Tuesday,Workingday,Misty,8.200000000000001,10.605,51.0,11.0014,3,51,54,weekdays
242,243,2011-01-11,Spring,2011,January,11,Yes,Tuesday,Workingday,Misty,8.200000000000001,10.605,47.0,8.9981,4,31,35,weekdays
243,244,2011-01-11,Spring,2011,January,12,Yes,Tuesday,Workingday,Misty,8.200000000000001,11.365,51.0,7.0015,2,55,57,weekdays
244,245,2011-01-11,Spring,2011,January,13,Yes,Tuesday,Workingday,Misty,8.200000000000001,11.365,59.0,6.0032,6,46,52,weekdays
245,246,2011-01-11,Spring,2011,January,14,Yes,Tuesday,Workingday,Misty,8.200000000000001,11.365,59.0,6.0032,3,60,63,weekdays
246,247,2011-01-11,Spring,2011,January,15,Yes,Tuesday,Workingday,Misty,6.5600000000000005,9.85,80.0,6.0032,2,45,47,weekdays
247,248,2011-01-11,Spring,2011,January,16,Yes,Tuesday,Workingday,Misty,6.5600000000000005,7.575,86.0,15.001299999999999,4,72,76,weekdays
248,249,2011-01-11,Spring,2011,January,17,Yes,Tuesday,Workingday,Misty,6.5600000000000005,7.575,86.0,15.001299999999999,6,130,136,weekdays
249,250,2011-01-11,Spring,2011,January,18,Yes,Tuesday,Workingday,Light Snow,6.5600000000000005,9.09,93.0,7.0015,1,94,95,weekdays
250,251,2011-01-11,Spring,2011,January,19,Yes,Tuesday,Workingday,Light Snow,6.5600000000000005,11.365,93.0,0.0,0,51,51,weekdays
251,252,2011-01-11,Spring,2011,January,20,Yes,Tuesday,Workingday,Light Snow,6.5600000000000005,7.575,93.0,12.998000000000001,0,32,32,weekdays
252,253,2011-01-11,Spring,2011,January,21,Yes,Tuesday,Workingday,Light Snow,6.5600000000000005,9.85,86.0,6.0032,0,20,20,weekdays
253,254,2011-01-11,Spring,2011,January,22,Yes,Tuesday,Workingday,Light Snow,6.5600000000000005,9.09,93.0,7.0015,1,28,29,weekdays
254,255,2011-01-11,Spring,2011,January,23,Yes,Tuesday,Workingday,Light Snow,6.5600000000000005,9.85,93.0,6.0032,1,18,19,weekdays
255,256,2011-01-12,Spring,2011,January,0,Yes,Wednesday,Workingday,Misty,6.5600000000000005,9.85,86.0,6.0032,0,7,7,weekdays
256,257,2011-01-12,Spring,2011,January,1,Yes,Wednesday,Workingday,Misty,6.5600000000000005,9.09,86.0,7.0015,0,6,6,weekdays
257,258,2011-01-12,Spring,2011,January,2,Yes,Wednesday,Workingday,Clear,5.74,7.575,86.0,8.9981,0,1,1,weekdays
258,259,2011-01-12,Spring,2011,January,5,Yes,Wednesday,Workingday,Clear,5.74,7.575,86.0,11.0014,0,5,5,weekdays
259,260,2011-01-12,Spring,2011,January,6,Yes,Wednesday,Workingday,Clear,4.92,7.575,93.0,8.9981,0,16,16,weekdays
260,261,2011-01-12,Spring,2011,January,7,Yes,Wednesday,Workingday,Clear,5.74,7.575,69.0,8.9981,0,54,54,weekdays
261,262,2011-01-12,Spring,2011,January,8,Yes,Wednesday,Workingday,Clear,6.5600000000000005,8.334999999999999,59.0,11.0014,3,125,128,weekdays
262,263,2011-01-12,Spring,2011,January,9,Yes,Wednesday,Workingday,Clear,6.5600000000000005,6.819999999999999,59.0,22.0028,3,78,81,weekdays
263,264,2011-01-12,Spring,2011,January,10,Yes,Wednesday,Workingday,Clear,7.38,9.09,55.00000000000001,15.001299999999999,0,39,39,weekdays
264,265,2011-01-12,Spring,2011,January,11,Yes,Wednesday,Workingday,Clear,8.200000000000001,9.09,51.0,26.0027,3,32,35,weekdays
265,266,2011-01-12,Spring,2011,January,12,Yes,Wednesday,Workingday,Clear,8.200000000000001,7.575,47.0,39.000699999999995,3,52,55,weekdays
266,267,2011-01-12,Spring,2011,January,13,Yes,Wednesday,Workingday,Clear,9.02,9.85,44.0,23.9994,0,49,49,weekdays
267,268,2011-01-12,Spring,2011,January,14,Yes,Wednesday,Workingday,Clear,8.200000000000001,9.09,47.0,22.0028,0,44,44,weekdays
268,269,2011-01-12,Spring,2011,January,15,Yes,Wednesday,Workingday,Clear,8.200000000000001,8.334999999999999,47.0,27.999299999999998,1,48,49,weekdays
269,270,2011-01-12,Spring,2011,January,16,Yes,Wednesday,Workingday,Clear,9.02,9.85,44.0,22.0028,5,63,68,weekdays
270,271,2011-01-12,Spring,2011,January,17,Yes,Wednesday,Workingday,Clear,8.200000000000001,9.09,47.0,23.9994,0,139,139,weekdays
271,272,2011-01-12,Spring,2011,January,18,Yes,Wednesday,Workingday,Clear,8.200000000000001,7.575,47.0,35.0008,2,135,137,weekdays
272,273,2011-01-12,Spring,2011,January,19,Yes,Wednesday,Workingday,Clear,7.38,7.575,47.0,27.999299999999998,1,82,83,weekdays
273,274,2011-01-12,Spring,2011,January,20,Yes,Wednesday,Workingday,Clear,6.5600000000000005,6.819999999999999,50.0,22.0028,2,54,56,weekdays
274,275,2011-01-12,Spring,2011,January,21,Yes,Wednesday,Workingday,Clear,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,0,57,57,weekdays
275,276,2011-01-12,Spring,2011,January,22,Yes,Wednesday,Workingday,Clear,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,1,32,33,weekdays
276,277,2011-01-12,Spring,2011,January,23,Yes,Wednesday,Workingday,Clear,5.74,5.305,59.0,27.999299999999998,1,19,20,weekdays
277,278,2011-01-13,Spring,2011,January,0,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,59.0,19.0012,1,6,7,weekdays
278,279,2011-01-13,Spring,2011,January,1,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,50.0,19.0012,0,2,2,weekdays
279,280,2011-01-13,Spring,2011,January,2,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,50.0,23.9994,0,2,2,weekdays
280,281,2011-01-13,Spring,2011,January,3,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,50.0,22.0028,0,3,3,weekdays
281,282,2011-01-13,Spring,2011,January,4,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,50.0,16.997899999999998,0,4,4,weekdays
282,283,2011-01-13,Spring,2011,January,5,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,50.0,19.999499999999998,0,3,3,weekdays
283,284,2011-01-13,Spring,2011,January,6,Yes,Thursday,Workingday,Clear,4.92,7.575,54.0,8.9981,0,28,28,weekdays
284,285,2011-01-13,Spring,2011,January,7,Yes,Thursday,Workingday,Clear,4.92,7.575,54.0,8.9981,0,72,72,weekdays
285,286,2011-01-13,Spring,2011,January,8,Yes,Thursday,Workingday,Clear,5.74,6.819999999999999,50.0,12.998000000000001,5,197,202,weekdays
286,287,2011-01-13,Spring,2011,January,9,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,50.0,22.0028,2,137,139,weekdays
287,288,2011-01-13,Spring,2011,January,10,Yes,Thursday,Workingday,Misty,6.5600000000000005,6.819999999999999,50.0,23.9994,2,36,38,weekdays
288,289,2011-01-13,Spring,2011,January,11,Yes,Thursday,Workingday,Misty,8.200000000000001,8.334999999999999,44.0,30.002599999999997,4,33,37,weekdays
289,290,2011-01-13,Spring,2011,January,12,Yes,Thursday,Workingday,Clear,8.200000000000001,8.334999999999999,44.0,27.999299999999998,3,49,52,weekdays
290,291,2011-01-13,Spring,2011,January,13,Yes,Thursday,Workingday,Clear,9.02,9.85,41.0,30.002599999999997,2,81,83,weekdays
291,292,2011-01-13,Spring,2011,January,14,Yes,Thursday,Workingday,Clear,9.02,9.85,41.0,26.0027,3,39,42,weekdays
292,293,2011-01-13,Spring,2011,January,15,Yes,Thursday,Workingday,Clear,9.84,10.605,38.0,19.999499999999998,5,55,60,weekdays
293,294,2011-01-13,Spring,2011,January,16,Yes,Thursday,Workingday,Clear,9.84,10.605,38.0,23.9994,2,76,78,weekdays
294,295,2011-01-13,Spring,2011,January,17,Yes,Thursday,Workingday,Clear,8.200000000000001,9.09,40.0,19.0012,4,158,162,weekdays
295,296,2011-01-13,Spring,2011,January,18,Yes,Thursday,Workingday,Clear,8.200000000000001,9.09,40.0,22.0028,3,141,144,weekdays
296,297,2011-01-13,Spring,2011,January,19,Yes,Thursday,Workingday,Clear,6.5600000000000005,7.575,47.0,16.997899999999998,1,98,99,weekdays
297,298,2011-01-13,Spring,2011,January,20,Yes,Thursday,Workingday,Clear,6.5600000000000005,7.575,47.0,15.001299999999999,0,64,64,weekdays
298,299,2011-01-13,Spring,2011,January,21,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,46.0,19.999499999999998,0,40,40,weekdays
299,300,2011-01-13,Spring,2011,January,22,Yes,Thursday,Workingday,Clear,5.74,6.0600000000000005,46.0,22.0028,0,30,30,weekdays
300,301,2011-01-13,Spring,2011,January,23,Yes,Thursday,Workingday,Clear,4.92,6.819999999999999,50.0,12.998000000000001,1,14,15,weekdays
301,302,2011-01-14,Spring,2011,January,0,Yes,Friday,Workingday,Clear,4.92,6.819999999999999,50.0,12.998000000000001,0,14,14,weekdays
302,303,2011-01-14,Spring,2011,January,1,Yes,Friday,Workingday,Clear,4.1000000000000005,6.0600000000000005,54.0,11.0014,0,5,5,weekdays
303,304,2011-01-14,Spring,2011,January,2,Yes,Friday,Workingday,Clear,4.1000000000000005,6.0600000000000005,54.0,8.9981,0,1,1,weekdays
304,305,2011-01-14,Spring,2011,January,3,Yes,Friday,Workingday,Clear,4.1000000000000005,6.819999999999999,54.0,7.0015,0,1,1,weekdays
305,306,2011-01-14,Spring,2011,January,5,Yes,Friday,Workingday,Clear,4.1000000000000005,6.819999999999999,54.0,6.0032,0,8,8,weekdays
306,307,2011-01-14,Spring,2011,January,6,Yes,Friday,Workingday,Clear,4.1000000000000005,9.09,54.0,0.0,0,17,17,weekdays
307,308,2011-01-14,Spring,2011,January,7,Yes,Friday,Workingday,Clear,4.1000000000000005,6.0600000000000005,74.0,11.0014,0,70,70,weekdays
308,309,2011-01-14,Spring,2011,January,8,Yes,Friday,Workingday,Clear,4.92,8.334999999999999,68.0,0.0,2,156,158,weekdays
309,310,2011-01-14,Spring,2011,January,9,Yes,Friday,Workingday,Clear,5.74,7.575,69.0,8.9981,0,117,117,weekdays
310,311,2011-01-14,Spring,2011,January,10,Yes,Friday,Workingday,Clear,7.38,9.09,55.00000000000001,12.998000000000001,4,40,44,weekdays
311,312,2011-01-14,Spring,2011,January,11,Yes,Friday,Workingday,Clear,7.38,8.334999999999999,51.0,19.0012,6,47,53,weekdays
312,313,2011-01-14,Spring,2011,January,12,Yes,Friday,Workingday,Clear,8.200000000000001,9.85,44.0,16.997899999999998,2,59,61,weekdays
313,314,2011-01-14,Spring,2011,January,13,Yes,Friday,Workingday,Clear,9.02,9.85,37.0,26.0027,4,73,77,weekdays
314,315,2011-01-14,Spring,2011,January,14,Yes,Friday,Workingday,Clear,9.02,10.605,41.0,19.0012,5,59,64,weekdays
315,316,2011-01-14,Spring,2011,January,15,Yes,Friday,Workingday,Clear,9.84,12.120000000000001,38.0,11.0014,9,59,68,weekdays
316,317,2011-01-14,Spring,2011,January,16,Yes,Friday,Workingday,Clear,9.02,12.120000000000001,41.0,7.0015,3,87,90,weekdays
317,318,2011-01-14,Spring,2011,January,17,Yes,Friday,Workingday,Clear,9.02,11.365,41.0,11.0014,4,155,159,weekdays
318,319,2011-01-14,Spring,2011,January,18,Yes,Friday,Workingday,Clear,8.200000000000001,12.879999999999999,47.0,0.0,5,134,139,weekdays
319,320,2011-01-14,Spring,2011,January,19,Yes,Friday,Workingday,Clear,6.5600000000000005,9.85,59.0,6.0032,3,89,92,weekdays
320,321,2011-01-14,Spring,2011,January,20,Yes,Friday,Workingday,Clear,7.38,12.120000000000001,59.0,0.0,0,68,68,weekdays
321,322,2011-01-14,Spring,2011,January,21,Yes,Friday,Workingday,Clear,6.5600000000000005,11.365,69.0,0.0,4,48,52,weekdays
322,323,2011-01-14,Spring,2011,January,22,Yes,Friday,Workingday,Misty,6.5600000000000005,11.365,69.0,0.0,2,34,36,weekdays
323,324,2011-01-14,Spring,2011,January,23,Yes,Friday,Workingday,Misty,7.38,12.120000000000001,55.00000000000001,0.0,1,26,27,weekdays
324,325,2011-01-15,Spring,2011,January,0,Yes,Saturday,Weekend,Clear,7.38,12.120000000000001,55.00000000000001,0.0,3,25,28,weekends
325,326,2011-01-15,Spring,2011,January,1,Yes,Saturday,Weekend,Misty,6.5600000000000005,9.85,59.0,6.0032,2,18,20,weekends
326,327,2011-01-15,Spring,2011,January,2,Yes,Saturday,Weekend,Misty,6.5600000000000005,9.85,59.0,6.0032,0,12,12,weekends
327,328,2011-01-15,Spring,2011,January,3,Yes,Saturday,Weekend,Misty,6.5600000000000005,11.365,59.0,0.0,1,7,8,weekends
328,329,2011-01-15,Spring,2011,January,4,Yes,Saturday,Weekend,Misty,6.5600000000000005,11.365,59.0,0.0,0,5,5,weekends
329,330,2011-01-15,Spring,2011,January,5,Yes,Saturday,Weekend,Clear,6.5600000000000005,11.365,59.0,0.0,0,1,1,weekends
330,331,2011-01-15,Spring,2011,January,6,Yes,Saturday,Weekend,Clear,5.74,8.334999999999999,63.0,7.0015,1,2,3,weekends
331,332,2011-01-15,Spring,2011,January,7,Yes,Saturday,Weekend,Clear,5.74,10.605,63.0,0.0,1,9,10,weekends
332,333,2011-01-15,Spring,2011,January,8,Yes,Saturday,Weekend,Clear,5.74,7.575,63.0,8.9981,1,22,23,weekends
333,334,2011-01-15,Spring,2011,January,9,Yes,Saturday,Weekend,Clear,6.5600000000000005,9.09,64.0,8.9981,2,31,33,weekends
334,335,2011-01-15,Spring,2011,January,10,Yes,Saturday,Weekend,Clear,7.38,9.85,59.0,11.0014,2,57,59,weekends
335,336,2011-01-15,Spring,2011,January,11,Yes,Saturday,Weekend,Clear,8.200000000000001,9.85,55.00000000000001,15.001299999999999,18,54,72,weekends
336,337,2011-01-15,Spring,2011,January,12,Yes,Saturday,Weekend,Clear,9.84,11.365,48.0,15.001299999999999,15,74,89,weekends
337,338,2011-01-15,Spring,2011,January,13,Yes,Saturday,Weekend,Clear,11.48,12.879999999999999,38.0,19.999499999999998,21,80,101,weekends
338,339,2011-01-15,Spring,2011,January,14,Yes,Saturday,Weekend,Clear,12.299999999999999,14.395,39.0,19.0012,26,92,118,weekends
339,340,2011-01-15,Spring,2011,January,15,Yes,Saturday,Weekend,Misty,13.120000000000001,15.909999999999998,36.0,12.998000000000001,21,108,129,weekends
340,341,2011-01-15,Spring,2011,January,16,Yes,Saturday,Weekend,Misty,13.940000000000001,16.665,34.0,12.998000000000001,33,95,128,weekends
341,342,2011-01-15,Spring,2011,January,17,Yes,Saturday,Weekend,Misty,13.120000000000001,15.15,36.0,19.0012,29,54,83,weekends
342,343,2011-01-15,Spring,2011,January,18,Yes,Saturday,Weekend,Misty,12.299999999999999,14.395,45.0,16.997899999999998,15,69,84,weekends
343,344,2011-01-15,Spring,2011,January,19,Yes,Saturday,Weekend,Misty,13.120000000000001,15.15,39.0,16.997899999999998,14,60,74,weekends
344,345,2011-01-15,Spring,2011,January,20,Yes,Saturday,Weekend,Misty,13.120000000000001,15.15,39.0,16.997899999999998,6,35,41,weekends
345,346,2011-01-15,Spring,2011,January,21,Yes,Saturday,Weekend,Misty,13.120000000000001,15.15,39.0,15.001299999999999,6,51,57,weekends
346,347,2011-01-15,Spring,2011,January,22,Yes,Saturday,Weekend,Misty,12.299999999999999,15.909999999999998,42.0,7.0015,0,26,26,weekends
347,348,2011-01-15,Spring,2011,January,23,Yes,Saturday,Weekend,Clear,12.299999999999999,14.395,45.0,19.0012,5,39,44,weekends
348,349,2011-01-16,Spring,2011,January,0,Yes,Sunday,Weekend,Clear,10.66,15.15,56.00000000000001,0.0,6,33,39,weekends
349,350,2011-01-16,Spring,2011,January,1,Yes,Sunday,Weekend,Clear,10.66,13.635,56.00000000000001,8.9981,4,19,23,weekends
350,351,2011-01-16,Spring,2011,January,2,Yes,Sunday,Weekend,Clear,10.66,14.395,56.00000000000001,6.0032,3,13,16,weekends
351,352,2011-01-16,Spring,2011,January,3,Yes,Sunday,Weekend,Clear,9.02,13.635,69.0,0.0,9,6,15,weekends
352,353,2011-01-16,Spring,2011,January,4,Yes,Sunday,Weekend,Clear,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,weekends
353,354,2011-01-16,Spring,2011,January,5,Yes,Sunday,Weekend,Misty,10.66,12.879999999999999,56.00000000000001,11.0014,1,1,2,weekends
354,355,2011-01-16,Spring,2011,January,6,Yes,Sunday,Weekend,Misty,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,weekends
355,356,2011-01-16,Spring,2011,January,7,Yes,Sunday,Weekend,Misty,9.84,10.605,56.00000000000001,19.999499999999998,0,3,3,weekends
356,357,2011-01-16,Spring,2011,January,8,Yes,Sunday,Weekend,Clear,9.02,10.605,55.00000000000001,19.0012,0,18,18,weekends
357,358,2011-01-16,Spring,2011,January,9,Yes,Sunday,Weekend,Clear,9.02,10.605,51.0,16.997899999999998,3,29,32,weekends
